Dr_in,Air_gap,Lamda,Bridge,Hs0,Hs1,Hs2,Bs0,Bs1,Bs2,O1,O2,B1,rib,hrib,Mt,Mw,magDmin,thet_deg,generation,score,efficiency,torque_ripple,power_density,cost
90.0,0.6,0.8,1.3,1.3,1.2,16.0,1.5,8.0,5.0,13.0,7.0,3.7,2.0,2.0,4.0,10.0,2.0,40.0,30,74.61962143443688,96.91755659387125,22.42808000899575,0.33901798014428575,118.09242153232665
90.0,1.0,0.8,1.3,1.0,1.0,21.0,3.5,4.5,7.0,13.0,7.0,3.2,2.0,6.0,4.0,10.0,2.0,45.0,30,67.75201516069144,95.46918458288894,27.84421938838034,0.3297840486437183,113.52617441705473
90.0,0.5,0.8,1.3,1.0,1.0,21.0,1.5,6.0,8.0,3.0,7.0,3.7,2.0,6.0,6.0,20.0,0.0,45.0,30,75.89829892689372,96.33777630034851,20.575028773681762,0.36988862457682303,148.17873618430147
90.0,0.6,0.8,1.3,1.1,1.4,18.0,1.5,9.5,5.0,3.0,7.0,3.7,2.0,6.0,5.6,26.0,6.0,37.0,30,75.64812472956139,96.38110053732422,20.867420975913873,0.36857221455459677,149.52281737876854
90.0,0.5,0.8,1.1,1.1,1.0,18.0,1.5,6.0,8.0,3.0,7.0,3.7,4.0,2.0,5.6,26.0,2.0,40.0,30,76.75683381358455,96.80398857975226,20.17895853638881,0.36111922422709275,146.26752567733817
90.0,0.7,0.8,1.3,1.0,1.0,21.0,3.5,4.5,7.0,11.0,7.0,3.2,3.0,6.0,4.0,10.0,2.0,45.0,30,69.93506601019989,95.90762595763564,26.100618635108923,0.3319474466278091,113.74510692222138
90.0,0.5,0.9,1.4,1.0,1.1,21.0,4.0,5.0,13.0,5.0,7.0,4.7,2.0,6.0,5.0,10.0,6.0,39.0,30,72.86705151202278,96.07605179005543,23.343606057406895,0.35338355747834277,126.2579980947407
90.0,0.6,0.8,1.3,1.1,1.4,19.0,2.0,4.5,7.0,4.0,7.0,3.2,2.0,6.0,4.0,26.0,6.0,37.0,30,74.37838455196015,96.42275723571322,22.17609893062636,0.35556391479051563,138.16713156588895
90.0,0.6,0.8,1.1,1.3,1.1,16.0,1.5,9.0,5.0,3.0,6.5,3.7,2.0,6.0,4.0,12.0,2.0,0.0,30,75.19056177969182,96.63413856733439,21.575875825484815,0.3502069954476297,128.41337964470614
90.0,0.6,0.8,1.3,1.3,1.1,16.0,1.5,8.0,5.0,13.0,7.0,3.7,2.0,6.0,4.2,10.0,6.0,0.0,30,74.75889063620868,96.68976715864994,22.06268424944939,0.3452195523541563,122.4061475068669
90.0,0.6,0.8,1.1,1.3,1.2,16.0,1.5,8.0,5.0,3.0,7.0,3.7,2.0,6.0,4.0,12.0,2.0,0.0,30,75.47671520927565,96.80404100401388,21.459212103899482,0.34661196535318073,124.25902054604862
90.0,0.6,0.8,1.3,1.3,1.1,18.0,1.5,10.0,5.0,3.0,7.0,3.7,2.0,6.0,5.6,10.0,10.0,41.0,30,75.3425306817128,96.2955083832327,21.08825061187267,0.36405278989342704,140.26045378184662
